#,nombre archivo,Colección,dspace.entity.type,dc.contributor.entity ,dc.ciudad,dc.date.issued,dc.description.tableofcontents,dc.format,dc.format.extent,dc.format.medium,dc.subject,dc.type,dc.type.evento,fia.catalogador,fia.clasificacionlocal,fia.comuna,fia.convocatoria,fia.desafio-estrategico,fia.ejecucion,fia.especie,fia.iniciativa,fia.linea-de-accion,fia.notageneral,fia.participacion,fia.provincia,fia.realizacion,fia.region,fia.rubro,fia.sector,fia.subsector,fia.tema
69,COC-2016-0429_160.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,09 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
70,COC-2016-0429_161.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1920 x 1080 píxeles,"1,36 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
71,COC-2016-0429_162.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,52 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
72,COC-2016-0429_163.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"3,09 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
73,COC-2016-0429_164.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,66 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
74,COC-2016-0429_165.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,05 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
75,COC-2016-0429_166.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,39 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
76,COC-2016-0429_167.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,57 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
77,COC-2016-0429_168.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"3,05 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
78,COC-2016-0429_169.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,49 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
79,COC-2016-0429_17.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,60 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
80,COC-2016-0429_170.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,67 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
81,COC-2016-0429_171.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,82 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
82,COC-2016-0429_172.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,52 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
